0.177, 0, 0, 0, 0
0.224, 5, 5, 5, 5
0.246, 5, 5, 5, 5
1.226, 5, 5, 5, 5
2.226, 5, 5, 5, 5
3.227, 5, 5, 5, 5
3.270, 5, 5, 5, 5
4.227, 5, 5, 5, 5
4.241, 5, 5, 5, 5
4.242, 5, 5, 5, 5
4.246, 5, 5, 5, 5
4.246, 5, 5, 5, 5
4.247, 4, 6, 5, 5
4.255, 4, 6, 5, 5
4.255, 4, 6, 5, 5
4.257, 3, 7, 5, 5
4.259, 2, 8, 5, 5
4.262, 2, 8, 5, 5
4.262, 2, 8, 5, 5
4.265, 1, 9, 5, 5
5.228, 1, 9, 5, 5
6.205, 1, 9, 5, 5
6.205, 1, 9, 5, 5
6.217, 0, 10, 5, 5
6.233, 0, 10, 5, 5
6.294, 0, 10, 5, 5
7.245, 0, 10, 5, 5
8.229, 0, 10, 5, 5
9.230, 0, 10, 5, 5
9.319, 0, 10, 5, 5
10.231, 0, 10, 5, 5
11.236, 0, 10, 5, 5
12.231, 0, 10, 5, 5
12.342, 0, 10, 5, 5
13.232, 0, 10, 5, 5
14.232, 0, 10, 5, 5
14.262, 0, 10, 5, 5
14.262, 0, 10, 5, 5
14.263, 0, 10, 5, 5
14.263, 0, 10, 5, 5
14.265, 0, 11, 5, 4
14.267, 0, 12, 5, 3
14.273, 0, 12, 5, 3
14.273, 0, 12, 5, 3
14.275, 0, 13, 5, 2
15.232, 0, 13, 5, 2
15.366, 0, 13, 5, 2
16.239, 0, 13, 5, 2
17.234, 0, 13, 5, 2
17.265, 0, 13, 5, 2
17.265, 0, 13, 5, 2
17.266, 0, 13, 5, 2
17.266, 0, 13, 5, 2
17.268, 0, 14, 5, 1
17.271, 0, 15, 5, 0
18.234, 0, 15, 5, 0
18.389, 0, 15, 5, 0
19.235, 0, 15, 5, 0
19.285, 0, 15, 5, 0
19.286, 0, 15, 5, 0
19.304, 0, 15, 5, 0
19.304, 0, 15, 5, 0
19.306, 0, 14, 6, 0
19.308, 0, 13, 7, 0
19.311, 0, 13, 7, 0
19.311, 0, 13, 7, 0
19.313, 0, 12, 8, 0
20.235, 0, 12, 8, 0
21.158, 0, 12, 7, 0
21.235, 0, 12, 7, 0
21.414, 0, 12, 7, 0
21.455, 0, 12, 6, 0
22.046, 0, 12, 5, 0
22.063, 0, 12, 4, 0
22.236, 0, 12, 4, 0
22.244, 0, 12, 3, 0
22.309, 0, 12, 3, 0
22.309, 0, 12, 3, 0
22.315, 0, 12, 3, 0
22.315, 0, 12, 3, 0
22.317, 0, 11, 4, 0
22.319, 0, 10, 5, 0
22.341, 0, 10, 5, 0
22.341, 0, 10, 5, 0
22.343, 0, 9, 6, 0
23.083, 0, 8, 6, 0
23.236, 0, 8, 6, 0
23.401, 0, 7, 6, 0
24.237, 0, 7, 6, 0
24.437, 0, 7, 6, 0
25.238, 0, 7, 6, 0
25.305, 0, 7, 6, 0
25.305, 0, 7, 6, 0
25.315, 0, 6, 7, 0
25.330, 0, 6, 7, 0
25.330, 0, 6, 7, 0
25.334, 0, 5, 7, 1
25.335, 0, 5, 7, 1
25.335, 0, 5, 7, 1
25.337, 0, 4, 8, 1
25.634, 0, 4, 7, 1
26.035, 0, 4, 6, 1
26.238, 0, 4, 6, 1
27.238, 0, 4, 6, 1
27.313, 0, 3, 6, 1
27.462, 0, 3, 6, 1
27.903, 0, 2, 6, 1
28.238, 0, 2, 6, 1
28.313, 0, 2, 6, 1
28.314, 0, 2, 6, 1
28.321, 1, 1, 6, 1
28.570, 1, 0, 6, 1
28.830, 0, 0, 6, 1
29.213, 0, 0, 5, 1
29.239, 0, 0, 5, 1
29.267, 0, 0, 5, 0
29.298, 0, 0, 4, 0
29.326, 0, 0, 4, 0
29.326, 0, 0, 4, 0
29.327, 0, 0, 3, 0
29.328, 1, 0, 2, 0
29.469, 1, 0, 1, 0
29.611, 1, 0, 0, 0
29.986, 0, 0, 0, 0
30.037, 5, 5, 5, 5
30.245, 5, 5, 5, 5
30.486, 5, 5, 5, 5
31.240, 5, 5, 5, 5
32.240, 5, 5, 5, 5
32.335, 5, 5, 5, 5
32.335, 5, 5, 5, 5
